Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1617138000.0 43.0 NA 212 NA NA 596 NA NA 2247 NA NA 1757 NA
1617138000.0 44.0 NA 289 NA NA 613 NA NA 2186 NA NA 1859 NA
1617138000.0 45.0 NA 214 NA NA 602 NA NA 2335 NA NA 1936 NA
1617138000.0 500199.0 387 NA NA 718 NA NA 1873 NA NA 1075 NA NA
1617138000.0 500200.0 NA 293 NA NA 696 NA NA 7138 NA NA 4610 NA
1617138000.0 500200.1 175 283 NA 554 660 NA 2268 1307 NA 1554 1036 NA
1617138000.0 500202.0 NA 294 NA NA 702 NA NA 7092 NA NA 4408 NA
1617138000.0 500203.0 NA 296 NA NA 698 NA NA 7268 NA NA 4048 NA
1617138000.0 500204.0 NA 289 NA NA 692 NA NA 6731 NA NA 4141 NA
1617138000.0 500205.0 NA 293 NA NA 694 NA NA 7038 NA NA 4008 NA
1617138000.0 500206.0 NA 286 NA NA 690 NA NA 7206 NA NA 4098 NA
1617138000.0 500207.0 NA 278 NA NA 680 NA NA 6557 NA NA 3899 NA
1617138000.0 50200.0 NA 301 NA NA 721 NA NA 1950 NA NA 1922 NA
1617138000.0 50202.0 NA 309 NA NA 714 NA NA 1978 NA NA 1583 NA
1617138000.0 50203.0 NA 301 NA NA 745 NA NA 1689 NA NA 1863 NA
1617138000.0 50204.0 NA 308 NA NA 731 NA NA 1942 NA NA 1867 NA
1617138000.0 50205.0 NA 316 NA NA 732 NA NA 1872 NA NA 1548 NA
1617138000.0 50206.0 NA 310 NA NA 723 NA NA 2408 NA NA 2440 NA
1617138000.0 50207.0 NA 306 NA NA 722 NA NA 1870 NA NA 1652 NA
1617138000.0 50208.0 NA 300 NA NA 709 NA NA 1801 NA NA 1693 NA
1617138000.0 512.0 111 NA NA 468 NA NA 2174 NA NA 19991 NA NA
1617138000.0 513.0 111 NA NA 468 NA NA 698 NA NA 4756 NA NA
1617138000.0 514.0 110 NA NA 468 NA NA 1029 NA NA 2420 NA NA
1617138000.0 515.0 111 NA NA 469 NA NA 1590 NA NA 2072 NA NA
1617138000.0 516.0 111 NA NA 468 NA NA 2315 NA NA 6941 NA NA
1617138000.0 517.0 110 NA NA 468 NA NA 975 NA NA 1783 NA NA
1617138000.0 518.0 111 NA NA 468 NA NA 2280 NA NA 9296 NA NA
1617138000.0 519.0 111 NA NA 468 NA NA 2313 NA NA 5287 NA NA
1617138000.0 520.0 110 NA NA 468 NA NA 977 NA NA 1971 NA NA
1617138000.0 521.0 111 NA NA 468 NA NA 2209 NA NA 4623 NA NA
1617138000.0 522.0 111 NA NA 468 NA NA 709 NA NA 5383 NA NA
1617138000.0 523.0 111 NA NA 469 NA NA 912 NA NA 4188 NA NA
1617138000.0 524.0 110 NA NA 468 NA NA 972 NA NA 1931 NA NA
1617138000.0 525.0 111 NA NA 469 NA NA 1945 NA NA 22340 NA NA
1617138000.0 526.0 111 NA NA 468 NA NA 1645 NA NA 2569 NA NA
1617138000.0 527.0 110 NA NA 468 NA NA 981 NA NA 2546 NA NA
1617138000.0 528.0 111 NA NA 468 NA NA 2205 NA NA 4655 NA NA
1617138000.0 529.0 111 NA NA 468 NA NA 1923 NA NA 13899 NA NA
1617138000.0 530.0 110 NA NA 468 NA NA 982 NA NA 1929 NA NA
1617138000.0 547.0 111 NA NA 468 NA NA 2392 NA NA 9580 NA NA
1617138000.0 548.0 110 NA NA 468 NA NA 458 NA NA 2337 NA NA
1617138000.0 551.0 111 NA NA 468 NA NA 933 NA NA 3213 NA NA
1617138000.0 552.0 110 NA NA 468 NA NA 972 NA NA 2127 NA NA
1617138000.0 554.0 110 NA NA 468 NA NA 1591 NA NA 3303 NA NA
1617138000.0 555.0 111 NA NA 468 NA NA 1040 NA NA 1766 NA NA
1617138000.0 556.0 110 NA NA 468 NA NA 453 NA NA 1234 NA NA
1617138000.0 562.0 110 NA NA 468 NA NA 462 NA NA 3748 NA NA
1617138000.0 6.0 NA 218 NA NA 574 NA NA 1818 NA NA 1626 NA
1617138000.0 7.0 154 186 NA 533 565 NA 956 483 NA 920 374 NA
1617138000.0 7.1 152 180 NA 537 555 NA 1363 531 NA 1568 1158 NA
1617138000.0 7.2 154 258 NA 525 651 NA 1228 1411 NA 1179 1048 NA
1617138000.0 7.21 155 264 NA 537 663 NA 1027 1484 NA 914 1027 NA
1617138000.0 7.22 152 213 NA 526 588 NA 1105 885 NA 1531 677 NA
1617138000.0 7.23 153 222 NA 521 614 NA 1011 933 NA 1381 1172 NA
1617138000.0 7.24 147 306 NA 523 623 NA 662 782 NA 818 578 NA
1617138000.0 7.3 150 244 NA 530 632 NA 1577 1316 NA 1253 874 NA
1617138000.0 7.4 153 257 NA 531 640 NA 1232 1421 NA 1161 829 NA
1617138000.0 8.0 NA 188 NA NA 574 NA NA 2179 NA NA 1718 NA
1617138000.0 8.1 154 284 NA 533 780 NA 875 2547 NA 864 913 NA
1617138000.0 8.2 158 253 NA 530 654 NA 973 1075 NA 1279 543 NA
1617138000.0 9.0 NA 274 NA NA 601 NA NA 2495 NA NA 1838 NA
